Month,Year,NAO,AMO,Flash Flood?
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
6,1971,-1.57,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
7,1971,0.24,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
8,1971,1.55,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
9,1971,0.39,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
10,1971,0.58,-0.13,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
11,1971,-0.2,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
12,1971,0.6,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
1,1972,0.27,-0.14,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
2,1972,0.32,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
3,1972,0.72,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
4,1972,-0.22,-0.15,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
5,1972,0.95,-0.16,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
6,1972,0.88,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
7,1972,0.18,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
8,1972,1.32,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
9,1972,-0.12,-0.15,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
10,1972,1.09,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
11,1972,0.54,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
12,1972,0.19,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
1,1973,0.04,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
2,1973,0.85,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
3,1973,0.3,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
4,1973,-0.54,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
5,1973,-0.44,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
6,1973,0.39,-0.16,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
7,1973,0.57,-0.17,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
8,1973,-0.06,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
9,1973,-0.3,-0.16,0
10,1973,-1.24,-0.16,0
10,1973,-1.24,-0.16,0
10,1973,-1.24,-0.16,0
10,1973,-1.24,-0.16,0
10,1973,-1.24,-0.16,0
10,1973,-1.24,-0.16,0
10,1973,-1.24,-0.16,0
10,1973,-1.24,-0.16,0
10,1973,-1.24,-0.16,0
10,1973,-1.24,-0.16,0
10,1973,-1.24,-0.16,0
10,1973,-1.24,-0.16,0
10,1973,-1.24,-0.16,0
10,1973,-1.24,-0.16,0
10,1973,-1.24,-0.16,0
10,1973,-1.24,-0.16,0
10,1973,-1.24,-0.16,0
10,1973,-1.24,-0.16,0
